# accessed: February 2018
Species_ID	Species_name_compact	Publication_count
511437	Lactobacillus buchneri NRRLB30929	272
59919	Prochlorococcus marinus pastoris	4
39416	Tuber melanosporum	142
398580	Dinoroseobacter shibae	48
1071378	Naumovozyma dairenensis	3
749927	Amycolatopsis mediterranei	123
640132	Segniliparus rotundus	5
644107	Silicibacter lacuscaerulensis	6
335543	Syntrophobacter fumaroxidans	20
335541	Syntrophomonas wolfei	39
585543	Bacteroides sp. D20	0
444177	Lysinibacillus sphaericus	146
525255	Anaerococcus tetradius	1334
525254	Anaerococcus lactolyticus	7
525257	Chryseobacterium gleum	45
525256	Atopobium vaginae DSM15829	124
381046	Lachancea thermotolerans	46
267608	Ralstonia solanacearum GMI1000	81
279010	Bacillus licheniformis	96
517722	Citromicrobium sp. JLT1363	3
7719	Ciona intestinalis	1113
502558	Eggerthella sp. YY7918	4
714995	Gluconacetobacter hansenii	50
262543	Exiguobacterium sibiricum	31
228410	Nitrosomonas europaea	205
51453	Hypocrea jecorina	238
469381	Dethiosulfovibrio peptidovorans	7
469382	Halogeometricum borinquense	15
469383	Conexibacter woesei	7
522306	Accumulibacter phosphatis	96
525897	Desulfomicrobium baculatum	30
907931	Leuconostoc fallax	23
435590	Bacteroides vulgatus	464
435591	Parabacteroides distasonis	43
757424	Herbaspirillum seropedicae	132
257363	Rickettsia typhi	434
382245	Aeromonas salmonicida	324
334413	Finegoldia magna ATCC29328	1
366602	Caulobacter sp. K31	3
158189	Sphaerochaeta globus	0
638300	Cardiobacterium hominis	149
638301	Granulicatella adiacens	87
638302	Selenomonas flueggei	3
638303	Thermocrinis albus	3
536233	Clostridium botulinum E1 Beluga	3
441620	Methylobacterium populi	4
74547	Prochlorococcus marinus MIT9313	11
74546	Prochlorococcus marinus MIT9312	1
536019	Mesorhizobium opportunistum	6
391603	Flavobacteriales bacterium ALC1	0
436907	Vanderwaltozyma polyspora	6
391600	Brevundimonas sp. BAL3	0
476272	Blautia hydrogenotrophica	5
653733	Desulfurispirillum indicum	5
522772	Denitrovibrio acetiphilus	7
1041504	Arthromitus sp. SFBraYit	5
262768	Phytoplasma onionis	625
323259	Methanospirillum hungatei	151
680198	Streptomyces scabiei	37
573061	Clostridium cellulovorans	48
573063	Methanocaldococcus infernus	122
573065	Asticcacaulis excentricus	14
573064	Methanocaldococcus fervens	122
106370	Frankia sp. CcI3	12
649754	Corynebacterium ammoniagenes	110
478801	Kytococcus sedentarius	16
64471	Synechococcus sp. CC9311	11
240292	Anabaena variabilis	89
315456	Rickettsia felis	176
598659	Nautilia profundicola	6
713887	cyanobacterium UCYNA	0
313603	Maribacter sp. HTCC2170	1
467705	Streptococcus gordonii	291
64091	Halobacterium sp. NRC1	3
1009370	Acetonema longum	7
717960	Eubacterium cylindroides	9
717962	Coprococcus catus	5
5141	Neurospora crassa	5302
596315	Peptostreptococcus stomatis	18
443906	Clavibacter michiganensis michiganensis	190
596319	Staphylococcus warneri	470
204536	Sulfurihydrogenibium azorense	16
167539	Prochlorococcus marinus marinus	99
1048834	Alicyclobacillus acidocaldarius Tc41	0
663278	Ethanoligenens harbinense	12
706434	Megasphaera micronuciformis	4
481743	Paenibacillus sp. Y412MC10	3
706436	Capnocytophaga sp. 329	0
706437	Streptococcus anginosus F0211	653
706433	Solobacterium moorei	37
352914	Plasmodium yoelii	1348
9305	Sarcophilus harrisii	121
7245	Drosophila yakuba	306
7244	Drosophila virilis	831
655815	Zunongwangia profunda	11
655811	Anaerococcus vaginalis	10
655813	Streptococcus oralis ATCC35037	1
655812	Aerococcus viridans	77845
457421	Clostridiales bacterium	32957
457424	Bacteroides fragilis 3112	0
439481	Aciduliprofundum boonei	8
708616	Mycoplasma gallisepticum	320
457429	Streptomyces pristinaespiralis	50
472759	Nitrosococcus halophilus	5
583345	Methylotenera mobilis	14
648757	Rhodomicrobium vannielii	10
311424	Dehalococcoides sp. VS	8
552811	Dehalogenimonas lykanthroporepellens	8
1006006	Metallosphaera cuprina	6
572478	Vulcanisaeta distributa	6
634956	Geobacillus thermoglucosidasius	57
525318	Lactobacillus buchneri ATCC11577	272
187420	Methanothermobacter thermautotrophicus	176
178306	Pyrobaculum aerophilum	124
557598	Laribacter hongkongensis	58
700598	Niastella koreensis	10
411684	Hoeflea phototrophica	8
243365	Chromobacterium violaceum	739
756067	Microcoleus vaginatus	39
471223	Geobacillus sp. WCH70	1
747365	Thermodesulfobium narugense	4
908937	Prevotella dentalis	9
858215	Thermoanaerobact. xylanolyticum	15
7091	Bombyx mori	6582
525268	Corynebacterium striatum	196
242619	Porphyromonas gingivalis W83	255
255470	Dehalococcoides sp. CBDB1	18
525260	Corynebacterium accolens	21
525263	Corynebacterium lipophiloflavum	4
525264	Corynebacterium pseudogenitalium	11
585198	Mobiluncus curtisii	62
416348	Halorubrum lacusprofundi	23
582899	Hyphomicrobium denitrificans	27
89187	Roseovarius nubinhibens	16
1005705	Streptococcus infantis SK1076	94
679901	Methanosalsum zhilinae	1
762963	Actinomyces sp. 170	24
205918	Pseudomonas syringae syringae	2002
234621	Rhodococcus erythropolis	694
205914	Haemophilus somnus	59
716541	Enterobacter cloacae ATCC13047	4
272569	Haloarcula marismortui	174
395494	Gallionella capsiferriformans	6
395495	Leptothrix cholodnii	14
395492	Rhizobium leguminosarum trifolii	335
8364	Xenopus Silurana	126
351160	Methanocella arvoryzae	1
214684	Cryptococcus neoformans JEC21	21
1133850	Streptomyces hygroscopicus	574
259564	Methanococcoides burtonii	49
405948	Saccharopolyspora erythraea	429
1002804	Helicobacter bizzozeronii	64
197221	Thermosynechococcus elongatus	354
862514	Pediococcus acidilactici	17
575611	Prevotella buccae	51
1045858	Brachyspira intermedia	81
862517	Peptoniphilus duerdenii	2
575615	Prevotella sp. F0108	0
1037409	Bradyrhizobium japonicum USDA6	4
595494	Tolumonas auensis	4
1045854	Weissella koreensis	21
1045855	Pseudoxanthomonas spadix	4
469595	Citrobacter sp. 302	0
696369	Desulfotomaculum nigrificans	33
706191	Pantoea ananatis	144
634498	Methanobrevibacter ruminantium	67
634499	Erwinia pyrifoliae	37
634497	Haloarcula hispanica	58
694569	Aggregatibacter actinomycetemcomitans	2593
340177	Chlorobium chlorochromatii	6
702450	Turicibacter sanguinis	4
314256	Oceanicola granulosus	9
869210	Marinithermus hydrothermalis	3
314254	Oceanicaulis sp. HTCC2633	1
497965	Cyanothece sp. PCC7822	1
497964	Chthoniobacter flavus	5
65393	Cyanothece sp. PCC7424	1
441768	Acholeplasma laidlawii	808
441769	Bacillus coahuilensis	3
645991	Syntrophobotulus glycolicus	3
887327	Kingella kingae	216
580340	Thermovirga lienii	4
323261	Nitrosococcus oceani	18
224308	Bacillus subtilis 168	1263
626522	Prevotella tannerae	21
121225	Pediculus humanus	1050
999630	Thermoproteus uzoniensis	5
861360	Arthrobacter arilaitensis	22
679897	Helicobacter mustelae	9
345219	Bacillus coagulans	30
887325	Eubacterium saburreum	53
552531	Bifidobacterium animalis	51
281689	Desulfuromonas acetoxidans	52
7897	Latimeria chalumnae	133
688246	Prevotella multisaccharivorax	7
688245	Comamonas testosteroni CNB2	0
298386	Photobacterium profundum	51
349741	Akkermansia muciniphila	208
632335	Caldicellulosiruptor kristjanssonii	4
198628	Dickeya dadantii 3937	39
547558	Methanohalophilus mahii	5
547559	Natrialba magadii	36
518637	Eubacterium biforme	17
701347	Enterobacter cloacae SCF1	1
458817	Shewanella halifaxensis	5
1046629	Streptococcus salivarius	25
501479	Citreicella sp. SE45	2
9646	Ailuropoda melanoleuca	2111
715225	Paenibacillus vortex	10
715226	Asticcacaulis biprosthecum	13
5085	Aspergillus fumigatus	6769
768066	Halomonas elongata	436
796620	Vibrio caribbenthicus	1
9796	Equus caballus	64851
439493	Pelagibacter sp. HTCC7211	1
321332	Synechococcus sp. JA23Ba213	1292
272632	Mycoplasma mycoides	614
272633	Mycoplasma penetrans	66
272630	Methylobacterium extorquens AM1	206
272631	Mycobacterium leprae	5447
552396	Erysipelotrichaceae bacterium 5254FAA	48
272635	Mycoplasma pulmonis	81
552398	Ruminococcaceae bacterium D16	2
910313	Streptococcus pseudoporcinus	12
415426	Hyperthermus butylicus	9
316407	Escherichia coli K12 W3110	54
857571	Moraxella catarrhalis	1868
525309	Lactobacillus antri	4
756883	halophilic archaeon DL31	1
342451	Staphylococcus saprophyticus	73
3218	Physcomitrella patens	1050
176279	Staphylococcus epidermidis RP62A	117
232721	Acidovorax sp. JS42	12
502779	Paracoccidioides sp. lutzii	21
985002	Staphylococcus aureus MSHR1132	6
398767	Geobacter lovleyi	25
685727	Rhodococcus equi	827
1003195	Streptomyces cattleya	99
212042	Anaplasma phagocytophilum	1005
452662	Sphingobium japonicum	35
591019	Staphylothermus hellenicus	6
585524	Lactobacillus amylolyticus	11
585529	Corynebacterium genitalium	15
585528	Gardnerella vaginalis ATCC14018	1
324602	Chloroflexus aurantiacus	274
235909	Geobacillus kaustophilus	100
382640	Bartonella tribocorum	60
331678	Chlorobium phaeobacteroides BS1	1
1000569	Megasphaera sp. UPII135E	38
272568	Gluconacetobacter diazotrophicus	106
384765	Labrenzia aggregata	11
205920	Ehrlichia chaffeensis	427
205922	Pseudomonas fluorescens Pf01	2
272562	Clostridium acetobutylicum	501
272563	Clostridium difficile	7728
272560	Burkholderia pseudomallei	1865
272561	Chlamydia trachomatis	11229
6945	Ixodes scapularis	3801
28377	Anolis carolinensis	539
1111069	Thermus sp. CCBUS3UF1	217
222929	Coccidioides posadasii	181
573729	Myceliophthora thermophila	153
882884	Salmonella enterica RSK2980	45567
1051646	Vibrio tubiashii	60
284813	Encephalitozoon cuniculi	437
188626	Dermacoccus sp. Ellin185	16
881621	Listeria ivanovii	376
318829	Magnaporthe oryzae	994
575609	Peptoniphilus sp. F0131	27
225849	Shewanella piezotolerans	28
575606	Lactobacillus jensenii 272CHN	231
7460	Apis mellifera	4156
206672	Bifidobacterium longum	59
